epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,10365.3,1.15514,1.51487,1.25654,0.2135,0.18993,0.13491,0.04105,2.53294,3.17902,2.10666,0.000470145,0.000470145,0.000470145
24,10821.1,1.15267,1.50144,1.25184,0.1999,0.19097,0.13824,0.04083,2.51285,3.15929,2.12936,0.000453652,0.000453652,0.000453652
25,11272,1.13769,1.49269,1.25002,0.18908,0.2162,0.12255,0.0369,2.55022,3.25647,2.10593,0.000437158,0.000437158,0.000437158
26,11722.4,1.13438,1.43709,1.23952,0.25304,0.20135,0.15294,0.04926,2.56366,3.28828,2.11155,0.000420665,0.000420665,0.000420665
27,12171.2,1.14742,1.43929,1.25269,0.2197,0.21162,0.15491,0.04634,2.4698,3.14514,2.1572,0.000404172,0.000404172,0.000404172
28,12619.9,1.1041,1.3873,1.22213,0.26025,0.19203,0.15329,0.0464,2.55633,3.15738,2.13942,0.000387678,0.000387678,0.000387678
29,13069.2,1.09994,1.35663,1.22113,0.272,0.21638,0.16923,0.05242,2.45987,3.02903,2.07963,0.000371185,0.000371185,0.000371185
30,13515.8,1.10041,1.34097,1.2179,0.25044,0.24542,0.16825,0.0501,2.4713,3.0794,2.13187,0.000354691,0.000354691,0.000354691
31,13966.1,1.09484,1.31627,1.21751,0.26962,0.2127,0.16632,0.05735,2.5259,3.08353,2.08888,0.000338198,0.000338198,0.000338198
32,14413.9,1.09758,1.29786,1.20093,0.24882,0.21711,0.1627,0.04956,2.52748,3.10879,2.10587,0.000321705,0.000321705,0.000321705
33,14861.5,1.05516,1.23502,1.18479,0.26194,0.21175,0.15992,0.04808,2.5011,2.99614,2.0975,0.000305211,0.000305211,0.000305211
34,15308.1,1.0835,1.26517,1.20469,0.2555,0.25528,0.17421,0.05532,2.47573,2.96347,2.09367,0.000288718,0.000288718,0.000288718
35,15756.8,1.05062,1.21446,1.18202,0.20038,0.22315,0.14814,0.05059,2.52868,3.05241,2.09501,0.000272224,0.000272224,0.000272224
36,16202.4,1.04871,1.2049,1.17889,0.23519,0.26228,0.17616,0.05539,2.53041,3.07366,2.10973,0.000255731,0.000255731,0.000255731
37,16651.4,1.02126,1.14488,1.16037,0.26302,0.21176,0.17233,0.05105,2.49509,3.0079,2.06679,0.000239238,0.000239238,0.000239238
38,17101.9,1.04318,1.16627,1.16646,0.2528,0.22493,0.16701,0.04979,2.58835,3.12102,2.16169,0.000222744,0.000222744,0.000222744
39,17549.7,1.04384,1.15397,1.16773,0.3204,0.22588,0.18428,0.06044,2.53344,2.96834,2.11666,0.000206251,0.000206251,0.000206251
40,17996.9,1.03511,1.13432,1.16413,0.26687,0.25622,0.18357,0.0591,2.48223,2.93139,2.08192,0.000189757,0.000189757,0.000189757
41,18437.6,1.00792,1.10497,1.17218,0.25579,0.24559,0.17994,0.06304,2.47961,2.98726,2.07217,0.000173264,0.000173264,0.000173264
42,18877.6,0.9731,1.04499,1.14516,0.28067,0.21676,0.18109,0.06162,2.53214,2.95553,2.06801,0.000156771,0.000156771,0.000156771
43,19318.2,0.97078,1.01328,1.14803,0.27586,0.22182,0.18381,0.05905,2.56064,2.97854,2.08911,0.000140277,0.000140277,0.000140277
44,19769.4,0.96348,0.98236,1.13863,0.27183,0.23116,0.18483,0.06386,2.54409,2.9608,2.09659,0.000123784,0.000123784,0.000123784
45,20215.1,0.94444,0.94823,1.12936,0.30121,0.24452,0.18244,0.05824,2.54267,2.95023,2.09919,0.00010729,0.00010729,0.00010729
46,20653.7,0.94799,0.95034,1.12935,0.27496,0.22935,0.18085,0.06325,2.52137,2.94005,2.08066,9.0797e-05,9.0797e-05,9.0797e-05
47,21091.9,0.93442,0.93966,1.12104,0.29952,0.22246,0.18681,0.06639,2.53324,2.89793,2.08672,7.43036e-05,7.43036e-05,7.43036e-05
48,21530,0.92824,0.92845,1.11723,0.33353,0.21996,0.18701,0.06874,2.52014,2.92514,2.08113,5.78102e-05,5.78102e-05,5.78102e-05
49,21969.7,0.92222,0.91916,1.12072,0.32258,0.22228,0.18391,0.0649,2.5288,2.90351,2.09141,4.13168e-05,4.13168e-05,4.13168e-05
50,22408.5,0.9069,0.90323,1.10691,0.32073,0.23261,0.19053,0.06921,2.53944,2.91874,2.09641,2.48234e-05,2.48234e-05,2.48234e-05
