epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,8651.13,1.47292,2.11539,2.02809,1.32633,0,0.29126,0.32511,0.20716,0.07397,0.25019,0.27926,0.14961,0.03783,2.04347,1.82094,2.82456,1.82069,0,0.00066481,0.00066481,0.00066481
