epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,2686.29,1.75166,2.42697,1.86653,0.27662,0.22409,0.19372,0.0724,2.25891,2.88202,2.46402,0.00035382,0.00035382,0.00035382
40,2754.23,1.73273,2.49254,1.88942,0.2493,0.2555,0.19173,0.06489,2.31133,2.88451,2.48527,0.000325526,0.000325526,0.000325526
41,2822.38,1.87514,2.63493,2.07757,0.37596,0.23299,0.21145,0.07155,2.30446,2.92715,2.5353,0.000297232,0.000297232,0.000297232
42,2890.48,1.80852,2.45803,2.01884,0.29637,0.27015,0.18718,0.06934,2.39644,3.06369,2.65708,0.000268938,0.000268938,0.000268938
43,2958.83,1.80013,2.43872,2.02111,0.35468,0.14966,0.17478,0.06196,2.41204,3.09279,2.68946,0.000240644,0.000240644,0.000240644
44,3026.83,1.7805,2.41773,1.98776,0.36647,0.30087,0.2382,0.08496,2.2946,2.89798,2.53465,0.000212349,0.000212349,0.000212349
45,3095.08,1.74033,2.26617,1.93244,0.35059,0.2811,0.21041,0.07167,2.3205,2.87162,2.5433,0.000184055,0.000184055,0.000184055
46,3162.97,1.69215,2.24579,1.9182,0.42033,0.27505,0.26759,0.08594,2.31265,2.86883,2.57535,0.000155761,0.000155761,0.000155761
47,3231.35,1.69991,2.19031,1.91591,0.40621,0.28324,0.25995,0.08311,2.31234,2.87543,2.58715,0.000127467,0.000127467,0.000127467
48,3299.19,1.67454,2.2919,1.93676,0.26761,0.29448,0.23414,0.07464,2.29752,2.83461,2.55558,9.91726e-05,9.91726e-05,9.91726e-05
49,3366.41,1.68673,2.20569,1.90561,0.2238,0.33265,0.24295,0.07524,2.30304,2.7929,2.55276,7.08784e-05,7.08784e-05,7.08784e-05
50,3432.96,1.6513,2.19133,1.88769,0.23584,0.34098,0.24518,0.07827,2.28985,2.79913,2.52441,4.25842e-05,4.25842e-05,4.25842e-05
